prefix,firstname,surname,dob,dod,alias_type,alias,start,end,corresponding_id
Mr,Uchter,Knox,1856-08-14,1933-10-01,alternative_title,Baron Welles of Dungannon,1875-05-10,1933-10-01,6967.0
Mr,Uchter,Knox,1856-08-14,1933-10-01,alternative_title,Earl of Ranfurly,1875-05-10,1933-10-01,6967.0
Mr,Uchter,Knox,1856-08-14,1933-10-01,alternative_title,Viscount Northland of Dungannon,1875-05-10,1933-10-01,6967.0
Mr,Henry,Labouchere,1798-01-01,1869-12-31,lord_membership,Baron Taunton,1859-01-01,1869-12-31,
Mr,Gerard,Lake,,1808-02-20,lord_membership,Baron Lake,1804-09-01,1808-02-20,
Mr,Gerard,Lake,,1808-02-20,lord_membership,Viscount Lake,1807-11-04,1808-02-20,
Mr,Frederic,Lamb,,1853-01-29,lord_membership,Baron Beauvale,1839-04-20,1853-01-29,
Mr,Peniston,Lamb,,1828-07-22,lord_membership,Baron Melbourne,1815-08-11,1828-07-22,6805.0
Mr,William,Lamb,1779-03-15,1848-11-24,lord_membership,Viscount Melbourne,1828-07-22,1848-11-24,1285.0
Mr,George,Lambton,1828-09-05,1879-11-27,lord_membership,Baron Durham of the City of Durham and of Lambton Castle,1840-07-28,1879-11-27,
Mr,George,Lambton,1828-09-05,1879-11-27,lord_membership,Earl of Durham,1840-07-28,1879-11-27,
Mr,George,Lambton,1828-09-05,1879-11-27,lord_membership,Viscount Lambton,1840-07-28,1879-11-27,
Mr,John,Lambton,1792-04-12,1840-07-28,lord_membership,Baron Durham of the City of Durham and of Lambton Castle,1828-01-29,1840-07-28,
Mr,John,Lambton,1792-04-12,1840-07-28,lord_membership,Earl of Durham,1833-03-23,1840-07-28,
Mr,John,Lambton,1792-04-12,1840-07-28,lord_membership,Viscount Lambton,1833-03-23,1840-07-28,
Mr,John,Lambton,1855-06-19,1928-09-18,lord_membership,Baron Durham of the City of Durham and of Lambton Castle,1879-11-27,1928-09-18,6985.0
Mr,John,Lambton,1855-06-19,1928-09-18,lord_membership,Earl of Durham,1879-11-27,1928-09-18,6985.0
Mr,John,Lambton,1855-06-19,1928-09-18,lord_membership,Viscount Lambton,1879-11-27,1928-09-18,6985.0
Mr,William,Lane-Mitchell,1861-01-01,1940-06-20,alternative_name,William Mitchell,1861-01-01,1940-12-31,9116.0
Mr,Edward,Lascelles,1740-06-07,1820-04-03,lord_membership,Baron Harwood,1796-06-18,1820-04-03,
Mr,Edward,Lascelles,1740-06-07,1820-04-03,lord_membership,Earl of Harewood,1812-09-07,1820-04-03,
Mr,Edward,Lascelles,1740-06-07,1820-04-03,lord_membership,Viscount Lascelles,1812-09-07,1820-04-03,
Mr,Henry,Lascelles,1767-12-25,1841-11-24,lord_membership,Baron Harwood,1820-04-03,1841-11-24,
Mr,Henry,Lascelles,1767-12-25,1841-11-24,lord_membership,Earl of Harewood,1820-04-03,1841-11-24,
Mr,Henry,Lascelles,1767-12-25,1841-11-24,lord_membership,Viscount Lascelles,1820-04-03,1841-11-24,
Mr,Henry,Lascelles,1797-06-11,1857-02-22,lord_membership,Baron Harwood,1841-11-24,1857-02-22,
Mr,Henry,Lascelles,1797-06-11,1857-02-22,lord_membership,Earl of Harewood,1841-11-24,1857-02-22,
Mr,Henry,Lascelles,1797-06-11,1857-02-22,lord_membership,Viscount Lascelles,1841-11-24,1857-02-22,
Mr,Henry,Lascelles,1824-06-18,1892-06-24,lord_membership,Baron Harwood,1857-02-22,1892-06-24,
Mr,Henry,Lascelles,1824-06-18,1892-06-24,lord_membership,Earl of Harewood,1857-02-22,1892-06-24,
Mr,Henry,Lascelles,1824-06-18,1892-06-24,lord_membership,Viscount Lascelles,1857-02-22,1892-06-24,
Mr,Henry,Lascelles,1846-08-21,1929-10-06,lord_membership,Baron Harwood,1892-06-24,1929-10-06,
Mr,Henry,Lascelles,1846-08-21,1929-10-06,lord_membership,Earl of Harewood,1892-06-24,1929-10-06,
Mr,Henry,Lascelles,1846-08-21,1929-10-06,lord_membership,Viscount Lascelles,1892-06-24,1929-10-06,
Mr,Edward,Law,1790-09-08,1871-12-22,lord_membership,Earl of Ellenborough,1844-10-22,1871-12-22,1875.0
Mr,Edward,Law,1790-09-08,1871-12-22,lord_membership,Viscount Southam,1844-10-22,1871-12-22,1875.0
Mr,Edward,Law,,1818-12-13,lord_membership,Baron Ellenborough,1802-04-19,1818-12-13,
Mr,Edward,Lawless,1816-09-13,1869-04-04,lord_membership,Baron Cloncurry,1853-10-28,1869-04-04,6842.0
Mr,Edward,Lawless,1816-09-13,1869-04-04,alternative_title,Baron Cloncurry,1853-10-28,1869-04-04,6842.0
Mr,Valentine,Lawless,1840-11-02,1928-02-12,lord_membership,Baron Cloncurry,1869-04-04,1928-02-12,6920.0
Mr,Valentine,Lawless,1840-11-02,1928-02-12,alternative_title,Baron Cloncurry,1869-04-04,1928-02-12,6920.0
Mr,Valentine,Lawless,1773-08-19,1853-10-28,lord_membership,Baron Cloncurry,1831-09-14,1853-10-28,6533.0
Mr,Valentine,Lawless,1773-08-19,1853-10-28,alternative_title,Baron Cloncurry,1799-08-28,1853-10-28,6533.0
Hon.,Beilby,Lawley,1818-01-01,1880-12-31,lord_membership,Baron Wenlock,1852-01-01,1880-12-31,
Hon.,Beilby,Lawley,1849-01-01,1912-12-31,lord_membership,Baron Wenlock,1880-01-01,1912-12-31,
Sir,Robert,Lawley,1768-01-01,1834-04-10,lord_membership,Baron Wenlock,1831-09-10,1834-04-10,960.0
Mr,Edwin,Lawrence,1837-01-01,1914-04-21,alternative_name,Edwin Durning-Lawrence,1837-01-01,1914-12-31,7852.0
Mr,John,Lawrence,,1879-06-27,lord_membership,Baron Lawrence,1869-04-03,1879-06-27,5550.0
Mr,George,Legge,1755-10-03,1810-11-10,lord_membership,Baron Dartmouth,1801-07-15,1810-11-10,6701.0
Mr,George,Legge,1755-10-03,1810-11-10,lord_membership,Earl of Dartmouth,1801-07-15,1810-11-10,6701.0
Mr,George,Legge,1755-10-03,1810-11-10,lord_membership,Viscount Lewisham,1801-07-15,1810-11-10,6701.0
Mr,Henry,Legge,1757-02-22,1820-08-25,lord_membership,Baron Stawel of Somerton,1780-07-29,1820-08-25,6702.0
Mr,William,Legge,1784-11-29,1853-11-22,lord_membership,Baron Dartmouth,1810-11-10,1853-11-22,1678.0
Mr,William,Legge,1784-11-29,1853-11-22,lord_membership,Earl of Dartmouth,1810-11-10,1853-11-22,1678.0
Mr,William,Legge,1784-11-29,1853-11-22,lord_membership,Viscount Lewisham,1810-11-10,1853-11-22,1678.0
Mr,Thomas,Legh,1857-01-01,1942-03-21,lord_membership,Baron Newton,1898-01-01,1942-03-21,6345.0
Mr,William,Legh,1828-01-01,1898-12-31,lord_membership,Baron Newton,1892-01-01,1898-12-31,4651.0
,,Leicester,1811-01-01,1903-01-11,alternative_name,John Townshend,1811-01-01,1843-12-31,1505.0
,,Leicester,1811-01-01,1903-01-11,alternative_name,John Dunn Gardner,1843-01-01,1903-12-31,6205.0
Sir,John,Leicester,1762-04-04,1827-06-18,lord_membership,Baron De Tabley of Tabley House,1826-07-10,1827-06-18,1505.0
Mr,Chandos,Leigh,1791-06-27,1850-09-27,lord_membership,Baron Leigh of Stoneleigh,1839-05-11,1850-09-27,6534.0
Mr,Francis,Leigh,1855-07-30,1938-05-16,lord_membership,Baron Leigh of Stoneleigh,1905-10-21,1938-05-16,7223.0
Mr,William,Leigh,1824-01-17,1905-10-21,lord_membership,Baron Leigh of Stoneleigh,1850-09-27,1905-10-21,6610.0
Mr,Frederic,Leighton,1830-12-03,1896-01-25,lord_membership,Baron Leighton,1896-01-24,1896-01-25,
Mr,Andrew,Leith-Hay,1785-01-01,1862-12-31,alternative_name,Andrew Hay,1785-01-01,1862-12-31,2969.0
Mr,Charles,Lennox,1764-09-09,1819-08-28,lord_membership,Baron of Settrington,1806-12-29,1819-08-28,
Mr,Charles,Lennox,1764-09-09,1819-08-28,lord_membership,Duke of Richmond,1806-12-29,1819-08-28,
Mr,Charles,Lennox,1764-09-09,1819-08-28,lord_membership,Earl of March,1806-12-29,1819-08-28,
Mr,Charles,Lennox,1764-09-09,1819-08-28,alternative_title,Duke of Lennox,1806-12-29,1819-08-28,
Mr,Charles,Lennox,1764-09-09,1819-08-28,alternative_title,Earl of Darnley,1806-12-29,1819-08-28,
Mr,Charles,Lennox,1764-09-09,1819-08-28,alternative_title,Lord of Torboultoun,1806-12-29,1819-08-28,
Lord,,Leveson,1815-01-01,1891-12-31,lord_membership,Earl Granville,1846-01-01,1891-12-31,
Lord,,Leveson,1815-01-01,1891-12-31,lord_membership,Baron Leveson of Stone,1846-01-08,1891-03-31,
Lord,,Leveson,1815-01-01,1891-12-31,lord_membership,Viscount Granville of Stone Park,1846-01-08,1891-03-31,
Lord,,Leveson,1815-01-01,1891-12-31,alternative_name,Granville Leveson-Gower,1815-01-01,1891-12-31,
Mr,George,Leveson Gower,,1833-07-19,lord_membership,Duke Sutherland,1833-01-28,1833-07-19,
Lord,Granville,Leveson-Gower,1773-10-12,1846-01-08,lord_membership,Baron Leveson of Stone,1814-08-12,1846-01-08,
Lord,Granville,Leveson-Gower,1773-10-12,1846-01-08,lord_membership,Viscount Granville of Stone Park,1814-08-12,1846-01-08,
Lord,Granville,Leveson-Gower,1773-10-12,1846-01-08,lord_membership,Viscount Granville,1815-08-12,1846-01-08,
Lord,Granville,Leveson-Gower,1773-10-12,1846-01-08,lord_membership,Earl Granville,1833-05-10,1846-01-08,
Mr,Granville,Leveson-Gower,1872-03-04,1939-07-21,lord_membership,Baron Leveson of Stone,1891-03-31,1939-07-21,
Mr,Granville,Leveson-Gower,1872-03-04,1939-07-21,lord_membership,Earl Granville,1891-03-31,1939-07-21,
Mr,Granville,Leveson-Gower,1872-03-04,1939-07-21,lord_membership,Viscount Granville of Stone Park,1891-03-31,1939-07-21,
Mr,Edward,Levy-Lawson,1833-12-28,1916-01-09,lord_membership,Baron Burnham,1903-07-31,1916-01-09,7197.0
Viscount,,Lewisham,1823-01-01,1891-12-31,lord_membership,Earl of Dartmouth,1853-01-01,1891-12-31,
Viscount,,Lewisham,1823-01-01,1891-12-31,lord_membership,Baron Dartmouth,1853-11-22,1891-08-04,
Viscount,,Lewisham,1823-01-01,1891-12-31,lord_membership,Viscount Lewisham,1853-11-22,1891-08-04,
Viscount,,Lewisham,1823-01-01,1891-12-31,alternative_name,William Legge,1823-01-01,1891-12-31,
Viscount,,Lewisham,1851-01-01,1936-03-11,lord_membership,Earl of Dartmouth,1891-01-01,1936-03-11,
Viscount,,Lewisham,1851-01-01,1936-03-11,lord_membership,Baron Dartmouth,1891-08-04,1936-03-11,
Viscount,,Lewisham,1851-01-01,1936-03-11,lord_membership,Viscount Lewisham,1891-08-04,1936-03-11,
Viscount,,Lewisham,1851-01-01,1936-03-11,alternative_name,William Legge,1851-01-01,1936-12-31,
Mr,Arthur,Liddell,1837-10-28,1919-11-12,lord_membership,Baron Ravensworth,1904-02-07,1919-11-12,7214.0
Mr,Atholl,Liddell,1833-08-06,1904-02-07,lord_membership,Baron Ravensworth,1903-01-01,1904-02-07,7192.0
Mr,Atholl,Liddell,1833-08-06,1904-02-07,lord_membership,Baron of Eslington,1903-01-01,1904-02-07,7192.0
Mr,Atholl,Liddell,1833-08-06,1904-02-07,lord_membership,Earl of Ravensworth,1903-01-01,1904-02-07,7192.0
Hon.,Henry,Liddell,1797-01-01,1878-12-31,lord_membership,Baron Ravensworth,1855-01-01,1878-12-31,
Hon.,Henry,Liddell,1797-01-01,1878-12-31,lord_membership,Earl of Ravensworth,1874-01-01,1878-12-31,
Hon.,Henry,Liddell,1797-01-01,1878-12-31,lord_membership,Baron of Eslington,1874-04-02,1878-03-19,
Hon.,Henry,Liddell,1821-01-01,1903-07-22,lord_membership,Earl of Ravensworth,1878-01-01,1903-07-22,
Hon.,Henry,Liddell,1821-01-01,1903-07-22,lord_membership,Baron of Eslington,1878-03-19,1903-07-22,
Hon.,Henry,Liddell,1821-01-01,1903-07-22,lord_membership,Baron Ravensworth,1878-03-19,1903-07-22,
Hon.,Henry,Liddell,1821-01-01,1903-07-22,alternative_name,Viscount Eslington,1874-01-01,1878-12-31,
Sir,Thomas,Liddell,1775-02-08,1855-03-07,lord_membership,Baron Ravensworth,1821-07-17,1855-03-08,
,,Lincoln,1811-01-01,1864-12-31,lord_membership,Duke of Newcastle,1851-01-01,1864-12-31,
,,Lincoln,1811-01-01,1864-12-31,alternative_name,Henry Pelham-Clinton,1811-01-01,1864-12-31,
,,Lincoln,1834-01-01,1879-12-31,lord_membership,Duke of Newcastle,1864-01-01,1879-12-31,
,,Lincoln,1834-01-01,1879-12-31,alternative_name,Henry Pelham-Clinton,1834-01-01,1879-12-31,
Mr,Nathaniel,Lindley,1828-11-29,1921-12-13,lord_membership,Baron Lindley,1900-05-10,1921-12-13,7172.0
Lord,,Lindsay,1847-01-01,1913-01-31,lord_membership,Earl of Crawford and Balcarres,1880-01-01,1913-01-31,5496.0
Lord,,Lindsay,1847-01-01,1913-01-31,lord_membership,Baron Wigan of Haigh Hall,1880-12-13,1913-01-31,5496.0
Lord,,Lindsay,1847-01-01,1913-01-31,alternative_name,James Lindsay,1847-01-01,1913-12-31,5496.0
Lord,,Lindsay,1847-01-01,1913-01-31,alternative_title,Earl of Balcarres,1880-12-13,1913-01-31,5496.0
Lord,,Lindsay,1847-01-01,1913-01-31,alternative_title,Earl of Crawford,1880-12-13,1913-01-31,5496.0
Lord,,Lindsay,1847-01-01,1913-01-31,alternative_title,Lord Lindsay and Balneil,1880-12-13,1913-01-31,5496.0
Lord,,Lindsay,1847-01-01,1913-01-31,alternative_title,Lord Lindsay of Balcarres,1880-12-13,1913-01-31,5496.0
Mr,Alexander,Lindsay,1812-10-16,1880-12-13,lord_membership,Baron Wigan of Haigh Hall,1869-12-15,1880-12-13,
Mr,Alexander,Lindsay,1812-10-16,1880-12-13,alternative_title,Earl of Balcarres,1869-12-15,1880-12-13,
Mr,Alexander,Lindsay,1812-10-16,1880-12-13,alternative_title,Earl of Crawford,1869-12-15,1880-12-13,
Mr,Alexander,Lindsay,1812-10-16,1880-12-13,alternative_title,Lord Lindsay and Balneil,1869-12-15,1880-12-13,
Mr,Alexander,Lindsay,1812-10-16,1880-12-13,alternative_title,Lord Lindsay of Balcarres,1869-12-15,1880-12-13,
Mr,James,Lindsay,1783-04-23,1869-12-15,lord_membership,Baron Wigan of Haigh Hall,1826-07-05,1869-12-15,
Mr,James,Lindsay,1783-04-23,1869-12-15,alternative_title,Earl of Balcarres,1825-03-27,1869-12-15,
Mr,James,Lindsay,1783-04-23,1869-12-15,alternative_title,Earl of Crawford,1825-03-27,1869-12-15,
Mr,James,Lindsay,1783-04-23,1869-12-15,alternative_title,Lord Lindsay and Balneil,1825-03-27,1869-12-15,
Mr,James,Lindsay,1783-04-23,1869-12-15,alternative_title,Lord Lindsay of Balcarres,1825-03-27,1869-12-15,
Sir,Robert,Lindsay,1832-01-01,1901-06-10,lord_membership,Baron Wantage,1885-01-01,1901-06-10,4814.0
Mr,Ralph,Lingen,1819-02-19,1905-07-22,lord_membership,Baron Lingen,1885-07-03,1905-07-22,7042.0
Mr,Ellis,Lister,1774-01-01,1853-12-31,alternative_name,Ellis Lister-Kay,1841-01-01,1853-12-31,2873.0
Mr,Joseph,Lister,1827-04-05,1912-02-10,lord_membership,Baron Lister,1897-02-06,1912-02-10,7139.0
Mr,Thomas,Lister,1854-10-29,1925-10-21,lord_membership,Baron Ribblesdale,1876-08-25,1925-10-21,
Mr,Thomas,Lister,1752-03-22,1826-09-22,lord_membership,Baron Ribblesdale,1797-10-28,1826-09-22,
Mr,Thomas,Lister,1828-04-28,1876-08-25,lord_membership,Baron Ribblesdale,1832-12-10,1876-08-25,
Mr,Thomas,Lister,1790-01-23,1832-12-10,lord_membership,Baron Ribblesdale,1826-09-22,1832-12-10,
,,Listowel,1801-01-01,1856-12-31,alternative_name,William Hare,1801-01-01,1856-12-31,2444.0
,,Listowel,1801-01-01,1856-12-31,alternative_name,Viscount Ennismore,1827-01-01,1837-12-31,2444.0
Hon.,Edward,Littleton,1815-01-01,1888-12-31,lord_membership,Baron Hatherton,1863-01-01,1888-12-31,
Mr,Edward,Littleton,1791-01-01,1863-12-31,lord_membership,Baron Hatherton,1835-01-01,1863-12-31,
Mr,Edward,Littleton,1791-01-01,1863-12-31,alternative_name,Edward Wallhouse,1791-01-01,1863-12-31,
Sir,Edward,Lloyd,1768-09-17,1854-04-03,lord_membership,Baron Mostyn,1831-09-10,1854-04-03,
Hon.,Edward,Lloyd-Mostyn,1805-01-01,1884-12-31,lord_membership,Baron Mostyn,1854-01-01,1884-12-31,2980.0
Hon.,Edward,Lloyd-Mostyn,1805-01-01,1884-12-31,alternative_name,Edward Lloyd,1805-01-01,1884-12-31,2980.0
Mr,Henry,Loch,,1900-06-20,lord_membership,Baron Loch,1895-07-18,1900-06-20,
Viscount,,Loftus,1814-01-01,1857-12-31,lord_membership,Marquess of Ely,1845-01-01,1857-12-31,
Viscount,,Loftus,1814-01-01,1857-12-31,lord_membership,Baron Loftus of Long Loftus,1845-09-26,1857-07-15,
Viscount,,Loftus,1814-01-01,1857-12-31,alternative_name,John Loftus,1814-01-01,1857-12-31,
Viscount,,Loftus,1814-01-01,1857-12-31,alternative_title,Baron Loftus of Loftus Hall,1845-09-26,1857-07-15,
Viscount,,Loftus,1814-01-01,1857-12-31,alternative_title,Earl of Ely,1845-09-26,1857-07-15,
Viscount,,Loftus,1814-01-01,1857-12-31,alternative_title,Viscount Loftus of Ely,1845-09-26,1857-07-15,
Mr,Charles,Loftus,1738-01-23,1806-03-22,lord_membership,Baron Loftus of Long Loftus,1801-01-19,1806-03-22,6704.0
Mr,Charles,Loftus,1738-01-23,1806-03-22,alternative_title,Baron Loftus of Loftus Hall,1785-06-28,1806-03-22,6704.0
Mr,Charles,Loftus,1738-01-23,1806-03-22,alternative_title,Viscount Loftus of Ely,1789-12-28,1806-03-22,6704.0
Mr,Charles,Loftus,1738-01-23,1806-03-22,alternative_title,Earl of Ely,1794-03-02,1806-03-22,6704.0
Mr,John,Loftus,1770-02-15,1845-09-26,lord_membership,Baron Loftus of Long Loftus,1806-03-22,1845-09-26,6537.0
Mr,John,Loftus,1770-02-15,1845-09-26,alternative_title,Baron Loftus of Loftus Hall,1806-03-22,1845-09-26,6537.0
Mr,John,Loftus,1770-02-15,1845-09-26,alternative_title,Earl of Ely,1806-03-22,1845-09-26,6537.0
Mr,John,Loftus,1770-02-15,1845-09-26,alternative_title,Viscount Loftus of Ely,1806-03-22,1845-09-26,6537.0
Mr,John,Loftus,1851-03-06,1925-12-18,lord_membership,Baron Loftus of Long Loftus,1889-04-03,1925-12-18,
Mr,John,Loftus,1851-03-06,1925-12-18,alternative_title,Baron Loftus of Loftus Hall,1889-04-03,1925-12-18,
Mr,John,Loftus,1851-03-06,1925-12-18,alternative_title,Earl of Ely,1889-04-03,1925-12-18,
Mr,John,Loftus,1851-03-06,1925-12-18,alternative_title,Viscount Loftus of Ely,1889-04-03,1925-12-18,
Mr,John,Loftus,1849-11-22,1889-04-03,lord_membership,Baron Loftus of Long Loftus,1857-07-15,1889-04-03,
Mr,John,Loftus,1849-11-22,1889-04-03,alternative_title,Baron Loftus of Loftus Hall,1857-07-15,1889-04-03,
Mr,John,Loftus,1849-11-22,1889-04-03,alternative_title,Earl of Ely,1857-07-15,1889-04-03,
Mr,John,Loftus,1849-11-22,1889-04-03,alternative_title,Viscount Loftus of Ely,1857-07-15,1889-04-03,
Mr,Charles,Long,1760-01-01,1838-01-17,lord_membership,Baron Farnborough,1826-07-08,1838-01-17,1132.0
Mr,Henry,Lopes,1828-01-01,1899-12-31,lord_membership,Baron Ludlow,1897-07-26,1899-12-25,
Mr,Henry,Lopes,1865-09-30,1922-11-08,lord_membership,Baron Ludlow,1899-12-25,1922-11-08,
Sir,Ralph,Lopes,1788-01-01,1854-12-31,alternative_name,Ralph Franco,1788-01-01,1832-12-31,1921.0
,,Lorne,1845-01-01,1914-05-02,lord_membership,Duke of Argyll,1900-01-01,1914-05-02,
,,Lorne,1845-01-01,1914-05-02,lord_membership,Baron Sundridge,1900-04-24,1914-05-02,
,,Lorne,1845-01-01,1914-05-02,lord_membership,Baron Hamilton of Hameldon,1900-04-24,1914-05-02,
,,Lorne,1845-01-01,1914-05-02,alternative_name,John Campbell,1845-01-01,1914-12-31,
,,Lorne,1845-01-01,1914-05-02,alternative_title,Duke of Argyll,1900-04-24,1914-05-02,
,,Lorne,1845-01-01,1914-05-02,alternative_title,Earl of Argyll,1900-04-24,1914-05-02,
,,Lorne,1845-01-01,1914-05-02,alternative_title,Earl of Campbell and Cowall,1900-04-24,1914-05-02,
,,Lorne,1845-01-01,1914-05-02,alternative_title,Lord Campbell,1900-04-24,1914-05-02,
,,Lorne,1845-01-01,1914-05-02,alternative_title,Lord Lorne,1900-04-24,1914-05-02,
,,Lorne,1845-01-01,1914-05-02,alternative_title,Lord of Inverary Mull Morvern and Tirie,1900-04-24,1914-05-02,
,,Lorne,1845-01-01,1914-05-02,alternative_title,Lord of Kintyre,1900-04-24,1914-05-02,
,,Lorne,1845-01-01,1914-05-02,alternative_title,Viscount of Lochow and Glenyla,1900-04-24,1914-05-02,
Lord,,Lovaine,1810-01-01,1899-12-31,lord_membership,Duke of Beverley,1867-01-01,1899-12-31,
Lord,,Lovaine,1810-01-01,1899-12-31,alternative_name,Algernon Percy,1810-01-01,1899-12-31,
Lord,,Lovaine,1810-01-01,1899-12-31,alternative_name,Earl Percy,1865-01-01,1867-12-31,
Mr,Robert,Lowe,1811-01-01,1892-12-31,lord_membership,Viscount Sherbrooke,1880-01-01,1892-12-31,4218.0
Mr,Armar,Lowry-Corry,1801-12-28,1845-12-17,alternative_title,Baron Belmore of Castle Coole,1841-04-18,1845-12-17,2340.0
Mr,Armar,Lowry-Corry,1801-12-28,1845-12-17,alternative_title,Earl of Belmore,1841-04-18,1845-12-17,2340.0
Mr,Armar,Lowry-Corry,1801-12-28,1845-12-17,alternative_title,Viscount Belmore,1841-04-18,1845-12-17,2340.0
Mr,Montagu,Lowry-Corry,1838-10-08,1903-11-09,lord_membership,Baron Rowton,1880-05-06,1903-11-09,6992.0
Viscount,,Lowther,1787-01-01,1872-12-31,lord_membership,Baron Lowther,1841-01-01,1872-12-31,
Viscount,,Lowther,1787-01-01,1872-12-31,lord_membership,Earl of Lonsdale,1844-01-01,1872-12-31,
Viscount,,Lowther,1787-01-01,1872-12-31,alternative_name,William Lowther,1787-01-01,1872-12-31,
Mr,Henry,Lowther,1818-01-01,1876-12-31,lord_membership,Earl of Lonsdale,1872-01-01,1876-12-31,
Mr,William,Lowther,,1844-03-19,lord_membership,Earl Lonsdale,1807-04-07,1844-03-19,1652.0
Mr,Samuel,Loyd,1796-09-25,1883-11-17,lord_membership,Baron Overstone,1850-03-05,1883-11-17,2163.0
Sir,John,Lubbock,1834-01-01,1913-05-28,lord_membership,Baron Avebury,1900-01-01,1913-05-28,
Mr,George,Ludlow,,1842-04-16,lord_membership,Baron Ludlow,1831-09-10,1842-04-16,
Viscount,,Lumley,1788-01-01,1856-12-31,lord_membership,Earl of Scarborough,1835-01-01,1856-12-31,
Viscount,,Lumley,1788-01-01,1856-12-31,alternative_name,John Lumley-Savile,1788-01-01,1856-12-31,
Hon.,Frederick,Lygon,1830-01-01,1891-12-31,lord_membership,Earl Beauchamp,1866-01-01,1891-12-31,4550.0
Hon.,Frederick,Lygon,1830-01-01,1891-12-31,lord_membership,Baron Beauchamp of Powyk,1866-03-04,1891-02-19,4550.0
Hon.,Frederick,Lygon,1830-01-01,1891-12-31,lord_membership,Viscount Elmley,1866-03-04,1891-02-19,4550.0
Hon.,Henry,Lygon,1784-01-01,1863-12-31,lord_membership,Earl of Beauchamp,1853-01-01,1863-12-31,
Hon.,Henry,Lygon,1784-01-01,1863-12-31,lord_membership,Baron Beauchamp of Powyk,1853-01-22,1863-09-08,
Hon.,Henry,Lygon,1784-01-01,1863-12-31,lord_membership,Viscount Elmley,1853-01-22,1863-09-08,
Mr,William,Lygon,1747-07-25,1816-10-21,lord_membership,Baron Beauchamp of Powyk,1806-02-26,1816-10-21,
Mr,William,Lygon,1747-07-25,1816-10-21,lord_membership,Earl Beauchamp,1815-12-01,1816-10-21,
Mr,William,Lygon,1747-07-25,1816-10-21,lord_membership,Viscount Elmley,1815-12-01,1816-10-21,
Mr,William,Lygon,1872-02-20,1938-11-15,lord_membership,Baron Beauchamp of Powyk,1891-02-19,1938-11-15,7087.0
Mr,William,Lygon,1872-02-20,1938-11-15,lord_membership,Earl Beauchamp,1891-02-19,1938-11-15,7087.0
Mr,William,Lygon,1872-02-20,1938-11-15,lord_membership,Viscount Elmley,1891-02-19,1938-11-15,7087.0
Viscount,,Lymington,1856-01-01,1917-12-04,lord_membership,Earl of Portsmouth,1891-01-01,1917-12-04,
Viscount,,Lymington,1856-01-01,1917-12-04,alternative_name,Newton Wallop,1856-01-01,1917-12-31,
Viscount,,Lymington,1898-01-01,1984-12-31,alternative_name,Gerard Wallop,1898-01-01,1984-12-31,
Mr,Richard,Lyon-Dalberg-Acton,1870-08-07,1924-06-16,lord_membership,Baron Acton of Aldenham,1902-06-19,1924-06-16,7193.0
